0,0,2.78758
0,1,2.66322
0,2,2.25377
0,3,2.37796
0,4,2.72279
0,5,3.11144
0,6,2.80691
0,7,2.47088
0,8,3.00636
0,9,3.37478
0,10,2.63778
0,11,2.47079
0,12,2.94182
0,13,2.65736
0,14,2.95195
0,15,2.66706
0,16,2.44449
0,17,2.99388
0,18,2.85883
0,19,2.8546
0,20,2.41995
0,21,3.10458
0,22,2.50494
0,23,2.2717
0,24,2.14611
0,25,2.608
0,26,2.74184
0,27,3.40534
0,28,2.78989
0,29,2.64056
0,30,2.80209
0,31,3.11902
0,32,2.93181
0,33,2.8777
0,34,2.4841
0,35,2.63505
0,36,3.16137
0,37,2.30359
0,38,3.74202
0,39,3.03413
0,40,2.41851
0,41,2.76432
0,42,4.13026
0,43,2.99171
0,44,3.17413
0,45,2.67104
0,46,2.98935
0,47,2.92344
0,48,3.00791
0,49,2.41269
0,50,3.01861
0,51,2.74795
0,52,3.93279
0,53,2.68705
0,54,2.53751
0,55,2.83138
0,56,2.63099
0,57,3.97053
0,58,3.18571
0,59,2.45094
0,60,2.41362
0,61,2.38445
0,62,2.44626
0,63,3.41716
0,64,2.78249
0,65,3.69086
0,66,2.7069
0,67,3.16739
0,68,2.60959
0,69,2.47613
0,70,2.53811
0,71,3.22534
0,72,2.21343
0,73,2.48346
0,74,2.33185
0,75,2.48944
0,76,2.30394
0,77,3.56769
0,78,2.45458
0,79,3.00729
0,80,2.19871
0,81,2.64024
0,82,2.96023
0,83,2.23881
0,84,2.39446
0,85,1.97536
0,86,2.78772
0,87,3.37653
0,88,2.45467
0,89,2.41596
0,90,2.35666
0,91,2.97964
0,92,2.56159
0,93,2.55113
0,94,2.81868
0,95,2.38095
0,96,2.99183
0,97,2.72119
0,98,2.60921
0,99,3.30899
1,0,2.49497
1,1,2.22121
1,2,2.58532
1,3,2.06322
1,4,2.55335
1,5,2.58672
1,6,2.96404
1,7,2.82252
1,8,2.72849
1,9,2.69674
1,10,2.60603
1,11,2.31558
1,12,2.43341
1,13,2.7479
1,14,2.53908
1,15,2.34961
1,16,2.58176
1,17,2.72379
1,18,2.62156
1,19,2.97945
1,20,2.35181
1,21,2.48957
1,22,2.45823
1,23,2.2729
1,24,2.566
1,25,2.47831
1,26,2.89307
1,27,2.64675
1,28,3.13073
1,29,2.58125
1,30,2.48882
1,31,2.38604
1,32,2.36981
1,33,2.64935
1,34,2.64405
1,35,2.73449
1,36,2.4762
1,37,2.86439
1,38,2.448
1,39,2.30833
1,40,2.55357
1,41,2.16625
1,42,2.49593
1,43,2.51172
1,44,2.36786
1,45,2.99458
1,46,2.7025
1,47,2.70088
1,48,2.78374
1,49,2.4645
1,50,3.02208
1,51,2.61742
1,52,2.42997
1,53,2.77716
1,54,2.52424
1,55,2.26083
1,56,2.78642
1,57,2.49413
1,58,2.62233
1,59,2.92025
1,60,2.77941
1,61,2.62197
1,62,2.65973
1,63,2.47811
1,64,2.58627
1,65,2.3905
1,66,2.58188
1,67,2.76727
1,68,2.41882
1,69,2.28402
1,70,2.53936
1,71,2.59427
1,72,2.6158
1,73,2.83347
1,74,2.55876
1,75,2.75317
1,76,2.65571
1,77,2.76718
1,78,2.74216
1,79,2.3827
1,80,3.12733
1,81,2.3711
1,82,2.65825
1,83,2.82929
1,84,2.50977
1,85,2.84928
1,86,2.08649
1,87,2.72023
1,88,2.89507
1,89,2.99468
1,90,2.62278
1,91,2.51028
1,92,2.67071
1,93,2.88033
1,94,2.98129
1,95,2.31304
1,96,2.73381
1,97,2.3836
1,98,2.67201
1,99,2.6789
2,0,2.76002
2,1,3.0549
2,2,3.22794
2,3,3.82118
2,4,2.35364
2,5,3.00053
2,6,3.43572
2,7,3.38073
2,8,2.67817
2,9,2.59257
2,10,3.59352
2,11,3.44019
2,12,2.88519
2,13,2.9997
2,14,3.09134
2,15,2.62631
2,16,2.19229
2,17,2.56806
2,18,2.77025
2,19,2.94312
2,20,2.95171
2,21,2.93005
2,22,3.77698
2,23,2.60844
2,24,3.52025
2,25,2.27273
2,26,2.35364
2,27,2.88672
2,28,3.07102
2,29,2.40964
2,30,2.63119
2,31,2.6704
2,32,2.9577
2,33,2.50608
2,34,2.35303
2,35,2.19528
2,36,2.62747
2,37,2.75831
2,38,2.70472
2,39,2.30022
2,40,3.64818
2,41,3.01082
2,42,2.70371
2,43,2.72154
2,44,2.50355
2,45,3.04067
2,46,2.82628
2,47,3.36768
2,48,2.58429
2,49,4.00531
2,50,2.91071
2,51,3.06913
2,52,3.53903
2,53,2.59128
2,54,2.53347
2,55,2.47311
2,56,2.18914
2,57,2.74397
2,58,3.62356
2,59,3.78983
2,60,2.71598
2,61,2.93558
2,62,2.73171
2,63,3.98214
2,64,2.36132
2,65,3.53543
2,66,2.45674
2,67,2.68555
2,68,3.32464
2,69,3.40876
2,70,3.32065
2,71,3.44272
2,72,2.28457
2,73,2.59644
2,74,2.9735
2,75,3.76257
2,76,3.50787
2,77,2.13494
2,78,2.29558
2,79,2.31999
2,80,3.227
2,81,3.13948
2,82,2.58207
2,83,2.81334
2,84,2.1062
2,85,3.33531
2,86,2.38672
2,87,2.88876
2,88,3.03297
2,89,2.73406
2,90,2.6657
2,91,2.34474
2,92,2.87127
2,93,2.79512
2,94,3.12913
2,95,2.43275
2,96,2.16373
2,97,3.02897
2,98,2.8603
2,99,3.12684
3,0,2.66922
3,1,2.52732
3,2,2.14392
3,3,2.49123
3,4,2.69967
3,5,2.68575
3,6,2.7956
3,7,2.90999
3,8,2.43342
3,9,2.44677
3,10,2.46583
3,11,2.67664
3,12,2.70173
3,13,2.43277
3,14,2.31444
3,15,2.71586
3,16,2.94576
3,17,2.76844
3,18,2.76939
3,19,2.78
3,20,2.67274
3,21,2.41546
3,22,2.93119
3,23,2.77294
3,24,2.64989
3,25,2.45131
3,26,2.72044
3,27,2.06865
3,28,2.32987
3,29,2.4374
3,30,2.68805
3,31,2.12146
3,32,2.59904
3,33,2.53165
3,34,2.40064
3,35,2.25219
3,36,2.56105
3,37,2.31188
