0,0,-14,4.79903
0,0,-13,5.57259
0,0,-12,3.10412
0,0,-11,3.51504
0,0,-10,3.39997
0,0,-9,3.24425
0,0,-8,3.90594
0,0,-7,3.20184
0,0,-6,3.40367
0,0,-5,3.67647
0,0,-4,3.11807
0,0,-3,3.21268
0,0,-2,2.85921
0,0,-1,3.04186
0,0,0,3.39232
0,0,1,2.90653
0,0,2,3.12529
0,0,3,3.16879
0,0,4,2.95373
0,0,5,2.57037
0,0,6,2.32539
0,0,7,2.72814
0,0,8,3.03101
0,0,9,2.76668
0,0,10,2.78758
0,0,11,2.77419
0,0,12,2.17694
0,0,13,2.6994
0,0,14,3.54111
0,0,15,3.10523
0,0,16,3.30776
0,0,17,3.40805
0,0,18,3.77561
0,0,19,3.79344
0,0,20,3.29021
0,1,-14,4.76062
0,1,-13,5.86977
0,1,-12,3.12631
0,1,-11,3.31492
0,1,-10,2.91593
0,1,-9,3.98614
0,1,-8,4.04316
0,1,-7,2.70511
0,1,-6,3.06022
0,1,-5,3.5898
0,1,-4,3.26302
0,1,-3,3.39219
0,1,-2,2.72727
0,1,-1,2.71302
0,1,0,2.72208
0,1,1,2.876
0,1,2,2.73214
0,1,3,2.5706
0,1,4,2.80374
0,1,5,2.24871
0,1,6,2.25347
0,1,7,2.64331
0,1,8,2.50483
0,1,9,2.24395
0,1,10,2.66322
0,1,11,2.48856
0,1,12,2.34207
0,1,13,2.47357
0,1,14,2.11174
0,1,15,2.14396
0,1,16,2.23411
0,1,17,2.00515
0,1,18,2.03028
0,1,19,2.13147
0,1,20,2.57923
0,2,-14,4.84131
0,2,-13,5.58682
0,2,-12,3.04597
0,2,-11,2.69564
0,2,-10,3.11326
0,2,-9,3.71257
0,2,-8,3.59638
0,2,-7,3.23273
0,2,-6,3.41246
0,2,-5,3.91807
0,2,-4,3.61293
0,2,-3,2.94679
0,2,-2,3.49665
0,2,-1,3.64039
0,2,0,3.03972
0,2,1,2.62758
0,2,2,2.27544
0,2,3,3.17798
0,2,4,2.86528
0,2,5,2.66011
0,2,6,2.59042
0,2,7,2.57379
0,2,8,2.64587
0,2,9,2.58473
0,2,10,2.25377
0,2,11,2.5854
0,2,12,2.63544
0,2,13,2.68397
0,2,14,2.67497
0,2,15,2.95065
0,2,16,3.48268
0,2,17,3.10502
0,2,18,3.39114
0,2,19,2.9341
0,2,20,3.22884
0,3,-14,4.69636
0,3,-13,5.86748
0,3,-12,3.04469
0,3,-11,2.93875
0,3,-10,2.67206
0,3,-9,3.15524
0,3,-8,3.93477
0,3,-7,4.00913
0,3,-6,3.30312
0,3,-5,2.8982
0,3,-4,3.32176
0,3,-3,3.0609
0,3,-2,3.14283
0,3,-1,3.34741
0,3,0,3.0084
0,3,1,3.47494
0,3,2,3.22879
0,3,3,2.78579
0,3,4,2.7653
0,3,5,2.97038
0,3,6,2.62107
0,3,7,2.47013
0,3,8,2.4017
0,3,9,2.64946
0,3,10,2.37796
0,3,11,2.42795
0,3,12,2.76119
0,3,13,2.68905
0,3,14,2.66773
0,3,15,2.65293
0,3,16,2.8953
0,3,17,3.05949
0,3,18,3.41576
0,3,19,4.17099
0,3,20,3.61189
0,4,-14,4.62591
0,4,-13,6.25838
0,4,-12,2.71248
0,4,-11,3.13398
0,4,-10,4.42094
0,4,-9,3.79411
0,4,-8,3.92029
0,4,-7,3.76782
0,4,-6,3.61879
0,4,-5,3.6616
0,4,-4,4.01832
0,4,-3,3.91268
0,4,-2,2.97203
0,4,-1,3.29189
0,4,0,2.78608
0,4,1,3.55908
0,4,2,3.18721
0,4,3,3.20541
0,4,4,2.85242
0,4,5,2.95637
0,4,6,2.84583
0,4,7,2.41321
0,4,8,2.22048
0,4,9,2.71789
0,4,10,2.72279
0,4,11,3.45863
0,4,12,3.68085
0,4,13,3.49707
0,4,14,3.53791
0,4,15,3.72371
0,4,16,3.3008
0,4,17,3.38112
0,4,18,3.74259
0,4,19,3.3515
0,4,20,3.43068
0,5,-14,5.18429
0,5,-13,5.01337
0,5,-12,2.98069
0,5,-11,2.49691
0,5,-10,2.88346
0,5,-9,3.30546
0,5,-8,3.13629
0,5,-7,3.22904
0,5,-6,3.12842
0,5,-5,3.45154
0,5,-4,3.12252
0,5,-3,2.91902
0,5,-2,2.6802
0,5,-1,2.98789
0,5,0,2.87429
0,5,1,2.55955
0,5,2,2.43236
0,5,3,2.50288
0,5,4,2.91768
0,5,5,2.68309
0,5,6,2.88809
0,5,7,2.81769
0,5,8,2.86094
0,5,9,3.01691
0,5,10,3.11144
0,5,11,3.43198
0,5,12,3.16375
0,5,13,3.69742
0,5,14,3.40752
0,5,15,3.62058
0,5,16,2.84105
0,5,17,3.48823
0,5,18,3.76391
0,5,19,3.58248
0,5,20,3.38344
0,6,-14,4.7242
0,6,-13,5.48184
0,6,-12,2.58441
0,6,-11,2.33607
0,6,-10,2.89698
0,6,-9,3.22196
0,6,-8,3.45727
0,6,-7,3.6471
0,6,-6,3.66822
0,6,-5,3.32437
0,6,-4,3.37171
0,6,-3,3.15233
0,6,-2,3.00483
0,6,-1,2.83673
0,6,0,2.98124
0,6,1,2.64313
0,6,2,2.69367
0,6,3,2.8017
0,6,4,2.61697
0,6,5,2.73447
0,6,6,2.66976
0,6,7,2.07612
0,6,8,2.23822
0,6,9,3.04348
0,6,10,2.80691
0,6,11,2.04227
0,6,12,2.25372
0,6,13,2.46249
0,6,14,2.48622
0,6,15,2.30244
0,6,16,2.01989
0,6,17,2.09563
0,6,18,2.40929
0,6,19,2.51032
0,6,20,2.70527
0,7,-14,5.02216
0,7,-13,4.92788
0,7,-12,2.77117
0,7,-11,2.9215
0,7,-10,3.71467
0,7,-9,3.97878
0,7,-8,3.04774
0,7,-7,3.52445
0,7,-6,3.0273
0,7,-5,3.18778
0,7,-4,2.56707
0,7,-3,3.14197
0,7,-2,2.99141
0,7,-1,3.0172
0,7,0,2.45655
0,7,1,2.35894
0,7,2,2.58676
0,7,3,3.25043
0,7,4,2.80398
0,7,5,3.00221
0,7,6,2.75834
0,7,7,2.8925
0,7,8,2.53581
0,7,9,2.2611
0,7,10,2.47088
0,7,11,2.54929
0,7,12,2.6218
0,7,13,2.947
0,7,14,3.09587
0,7,15,3.03188
0,7,16,3.10214
0,7,17,2.92982
0,7,18,3.20524
0,7,19,3.44127
0,7,20,3.54638
0,8,-14,5.08978
0,8,-13,5.93783
0,8,-12,2.63598
0,8,-11,2.5433
0,8,-10,3.67147
0,8,-9,3.59626
0,8,-8,3.23045
0,8,-7,3.19848
0,8,-6,3.84284
0,8,-5,3.81842
0,8,-4,3.50938
0,8,-3,2.74377
0,8,-2,2.7895
0,8,-1,3.6531
0,8,0,3.10756
0,8,1,2.77102
0,8,2,2.74323
0,8,3,2.67944
0,8,4,3.24619
0,8,5,3.16753
0,8,6,2.90307
0,8,7,2.43243
0,8,8,3.32272
0,8,9,2.77464
0,8,10,3.00636
0,8,11,3.73124
0,8,12,3.79579
0,8,13,3.32882
0,8,14,3.29743
0,8,15,3.84761
0,8,16,3.89002
0,8,17,3.74005
0,8,18,3.81145
0,8,19,3.57263
0,8,20,3.62217
0,9,-14,4.92445
0,9,-13,5.55629
0,9,-12,2.75728
0,9,-11,2.56061
0,9,-10,4.00216
0,9,-9,3.91426
0,9,-8,3.17398
0,9,-7,3.40188
0,9,-6,3.2872
0,9,-5,3.10596
0,9,-4,3.68042
0,9,-3,3.59212
0,9,-2,3.49399
0,9,-1,4.00875
0,9,0,3.42552
0,9,1,2.91207
0,9,2,2.70195
0,9,3,3.13561
0,9,4,2.88052
0,9,5,2.94218
0,9,6,2.94777
0,9,7,3.10034
0,9,8,3.13357
0,9,9,2.95099
0,9,10,3.37478
0,9,11,3.42574
0,9,12,3.72571
0,9,13,3.29028
0,9,14,3.98515
0,9,15,3.70799
0,9,16,3.38341
0,9,17,3.63395
0,9,18,3.9309
0,9,19,4.03401
0,9,20,3.52516
0,10,-14,4.54851
0,10,-13,4.83266
0,10,-12,2.64698
0,10,-11,2.62152
0,10,-10,3.99892
0,10,-9,4.32877
0,10,-8,3.28105
0,10,-7,3.3005
0,10,-6,3.26561
